occurrenceID,eventID,kingdom,family,genus,specificEpithet,vernacularName,verbatimLocality,geodeticDatum,decimalLatitude,decimalLongitude,stateProvince,country,eventDate,month,day,year,modified,coordinateUncertaintyInMeters,sex,individualCount,occurrenceRemarks,recordedBy,recordedByID,identificationVerificationStatus,dateIdentified,identifiedBy,identificationRemarks,datasetID,previousIdentifications,recordSource,informationWithheld,associatedTaxa,floralHostNotes,floral_host_native_not,measurementMethod,images,comment_count,referenceID,catalogNumber,occurrenceStatus,metadataUrl
145017,112698,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,7/11/23,7,11,2023,7/11/23,37.5,Worker,5,,Elaine Evans,fuzzybumblebee,Verified,7/13/23,fuzzybumblebee,EEVans Same photo used for mutiple sightings of different individuals for same species at same site,OLD_MNBBA,,Website,FALSE,Monarda fistulosa,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/e73e7eb5-7ef9-4eea-88fe-0d72b3cb24f7.jpg, https://www.bumblebeewatch.org/media/bees/big/a5cab78e-2d17-4753-93a8-7bc73ba0b11d.jpg, https://www.bumblebeewatch.org/media/bees/big/5cda14c0-fd9c-47c8-bf6f-544767346bdb.jpg",,,https://www.bumblebeewatch.org/sightings/bee/145017/,present,https://www.bumblebeewatch.org/metadata/
145016,112698,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,7/11/23,7,11,2023,7/11/23,37.5,Worker,12,,Elaine Evans,fuzzybumblebee,Verified,7/13/23,fuzzybumblebee,EEVans Same photo used for mutiple sightings of different individuals for same species at same site,OLD_MNBBA,,Website,FALSE,Monarda fistulosa,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/ba09a0a8-9561-458c-b4dd-cbf03b60062f.jpg, https://www.bumblebeewatch.org/media/bees/big/00cecad4-87de-4dac-b401-ce921c901b9e.jpg, https://www.bumblebeewatch.org/media/bees/big/1115e9b3-3725-47e5-85bc-d4e55fae3599.jpg, https://www.bumblebeewatch.org/media/bees/big/4f67b30d-eb07-424a-8947-51146dd47a02.jpg, https://www.bumblebeewatch.org/media/bees/big/e4b25029-7528-4631-916e-4ecd868bd475.jpg",,,https://www.bumblebeewatch.org/sightings/bee/145016/,present,https://www.bumblebeewatch.org/metadata/
267405,145757,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/18/25,8,18,2025,11/6/25,37.5,Worker,1,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Nepeta cataria,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/287d81c0d0ca4ac485a01845021c4fb5.jpg, https://www.bumblebeewatch.org/media/2025/11/06/594f7af9f5d443638e06500179e83e5d.jpg, https://www.bumblebeewatch.org/media/2025/11/06/97f33f6d8f724cb3835a047322b79473.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267405/,present,https://www.bumblebeewatch.org/metadata/
267358,140188,Animalia,Apidae,Bombus,bimaculatus,Two-spotted bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/15/25,7,15,2025,8/4/25,12.5,Worker,1,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Nepeta cataria,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/05/761829794e584e4f92a81709e488ae56.jpg, https://www.bumblebeewatch.org/media/2025/11/05/8158d17913c1433eaf26e469cee9adc7.jpg, https://www.bumblebeewatch.org/media/2025/11/05/b2d70244b4944f0092dcd500065dcd26.jpg, https://www.bumblebeewatch.org/media/2025/11/05/a35eda02e9594a8babe9111748b791e1.jpg, https://www.bumblebeewatch.org/media/2025/11/05/64884df16afa41b09b2aaffe0a2b7232.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267358/,present,https://www.bumblebeewatch.org/metadata/
121357,104174,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,8/8/22,8,8,2022,8/8/22,75,Female,1,,Elaine Evans,fuzzybumblebee,Verified,8/10/22,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Pycnanthemum virginianum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/bc8c34dc-c092-408b-937f-123150520121.jpg, https://www.bumblebeewatch.org/media/bees/big/c26967f8-b936-4f56-b7a5-00c0ce395fc1.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/121357/,present,https://www.bumblebeewatch.org/metadata/
159410,116328,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,"Wakan Tipi, wetland area",WGS 84,44.9532,-93.075,Minnesota,United States,8/11/23,8,11,2023,8/21/23,37.5,Worker,1,,Elise Bernstein,elisebee,Verified,9/22/23,fuzzybumblebee,EEvans Same photo used for mulitple specimens. ID onsight by EBernstein,OLD_MNBBA,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/fb444ad6-4395-4205-a1ff-bcbb45a95c96.jpg, https://www.bumblebeewatch.org/media/bees/big/54a72b8a-1fd6-4c22-9a32-e7df3fd3821c.jpg, https://www.bumblebeewatch.org/media/bees/big/dc910f8c-affd-4562-818f-c482ae3aac73.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/159410/,present,https://www.bumblebeewatch.org/metadata/
267418,140196,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/28/25,7,28,2025,8/4/25,12.5,Worker,1,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/c749ea4d850d4d73a255c00433658af0.jpg, https://www.bumblebeewatch.org/media/2025/11/06/a4edd0aa71c64181a7e3ac8d4270f9b7.jpg, https://www.bumblebeewatch.org/media/2025/11/06/dad913b45f4e40a0a533444576a1f490.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267418/,present,https://www.bumblebeewatch.org/metadata/
145019,112698,Animalia,Apidae,Bombus,bimaculatus,Two-spotted bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,7/11/23,7,11,2023,7/11/23,37.5,Worker,1,,Elaine Evans,fuzzybumblebee,Verified,7/13/23,fuzzybumblebee,EEVans Same photo used for mutiple sightings of different individuals for same species at same site,OLD_MNBBA,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/689dcd44-4324-44d3-9a56-367f0d5e2df0.jpg, https://www.bumblebeewatch.org/media/bees/big/f7e67b38-f072-4e45-9c86-6de5f56adbd5.jpg, https://www.bumblebeewatch.org/media/bees/big/a8ea1ddc-bba7-4fe7-a24e-f22d3af18657.jpg",,,https://www.bumblebeewatch.org/sightings/bee/145019/,present,https://www.bumblebeewatch.org/metadata/
145018,112698,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,7/11/23,7,11,2023,7/11/23,37.5,Worker,16,,Elaine Evans,fuzzybumblebee,Verified,7/13/23,fuzzybumblebee,EEVans Same photo used for mutiple sightings of different individuals for same species at same site,OLD_MNBBA,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/736c4087-8326-4711-a66d-0da0447014b8.jpg, https://www.bumblebeewatch.org/media/bees/big/15a7a9b4-e614-4b53-b5de-be48dada71ac.jpg, https://www.bumblebeewatch.org/media/bees/big/0a13f889-7552-471f-a2dd-ec7bf6ddaf8b.jpg, https://www.bumblebeewatch.org/media/bees/big/8c05f335-1fb6-41bd-ab43-8dd7f3c23c94.jpg, https://www.bumblebeewatch.org/media/bees/big/3b2a2bd4-1c8a-4f48-93ed-2ab0064e049f.jpg",,,https://www.bumblebeewatch.org/sightings/bee/145018/,present,https://www.bumblebeewatch.org/metadata/
140713,111406,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,6/22/23,6,22,2023,6/22/23,12.5,Worker,2,,Elaine Evans,fuzzybumblebee,Verified,6/26/23,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/e1aff999-9c3b-4639-9d84-5d35c44e31b6.jpg, https://www.bumblebeewatch.org/media/bees/big/a824bc6d-3fdd-4106-ba62-9a05cebed061.jpg, https://www.bumblebeewatch.org/media/bees/big/d85a7088-37c3-4f25-9267-1d194ed5d10b.jpg, https://www.bumblebeewatch.org/media/bees/big/b29b8646-7497-456b-9d97-d9d3b76b2bf1.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/140713/,present,https://www.bumblebeewatch.org/metadata/
140712,111406,Animalia,Apidae,Bombus,bimaculatus,Two-spotted bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,6/22/23,6,22,2023,6/22/23,12.5,Worker,1,,Elaine Evans,fuzzybumblebee,Verified,6/26/23,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/d8222372-a912-4cf4-a876-24647b4becd2.jpg, https://www.bumblebeewatch.org/media/bees/big/f0c9ae02-a2b5-4119-ad4c-5f13409b5ac4.jpg, https://www.bumblebeewatch.org/media/bees/big/1bf8bcdc-8ad3-4b53-ae48-eb5ca7b57143.jpg, https://www.bumblebeewatch.org/media/bees/big/bf19f445-9956-43b0-a1b0-f1f5065a4683.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/140712/,present,https://www.bumblebeewatch.org/metadata/
140711,111406,Animalia,Apidae,Bombus,griseocollis,Brown-belted bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,6/22/23,6,22,2023,6/22/23,12.5,Worker,8,,Elaine Evans,fuzzybumblebee,Verified,6/26/23,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/cfed462a-cb05-487a-80f1-6313643281df.jpg, https://www.bumblebeewatch.org/media/bees/big/0f27ca3a-bb5e-4462-ba8a-2ffc28022076.jpg, https://www.bumblebeewatch.org/media/bees/big/84a72945-6547-4fe3-b47f-76018f90b077.jpg, https://www.bumblebeewatch.org/media/bees/big/94fb902f-757d-4365-aeb0-ed0a341752b0.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/140711/,present,https://www.bumblebeewatch.org/metadata/
121359,104174,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,8/8/22,8,8,2022,8/8/22,75,Female,1,,Elaine Evans,fuzzybumblebee,Verified,8/10/22,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Securigera varia,,non-native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/8ed996fd-b338-448f-93f8-60799c189aaf.jpg, https://www.bumblebeewatch.org/media/bees/big/f1727391-7f7f-43af-80b6-1b46c54ef789.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/121359/,present,https://www.bumblebeewatch.org/metadata/
207597,129493,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/21/24,8,21,2024,8/28/24,37.5,Male,1,,Elise Bernstein,elisebee,Verified,10/22/24,gpugesek,GP,Bumble Bee Atlas,,Website,FALSE,Silphium perfoliatum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/IMG_1598_JsUlpYv.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1596.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1595.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1597.jpg",,8,https://www.bumblebeewatch.org/sightings/bee/207597/,present,https://www.bumblebeewatch.org/metadata/
207433,129493,Animalia,Apidae,Bombus,griseocollis,Brown-belted bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/21/24,8,21,2024,8/28/24,37.5,Male,1,,Elise Bernstein,elisebee,Verified,10/22/24,gpugesek,GP,Bumble Bee Atlas,,Website,FALSE,Silphium perfoliatum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/IMG_1548_34Db8Az.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1549.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1552_JQjaLaq.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1550_UUhkXx0.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1551_Pgsl0GI.jpg",,2,https://www.bumblebeewatch.org/sightings/bee/207433/,present,https://www.bumblebeewatch.org/metadata/
207626,129972,Animalia,Apidae,Bombus,griseocollis,Brown-belted bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/31/24,7,31,2024,9/3/24,75,Male,1,,Elise Bernstein,elisebee,Verified,10/22/24,gpugesek,GP,Bumble Bee Atlas,,Website,FALSE,Silphium perfoliatum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/P7311861.JPG, https://www.bumblebeewatch.org/media/bees/big/P7311860.JPG, https://www.bumblebeewatch.org/media/bees/big/P7311859.JPG, https://www.bumblebeewatch.org/media/bees/big/P7311862.JPG",,16,https://www.bumblebeewatch.org/sightings/bee/207626/,present,https://www.bumblebeewatch.org/metadata/
128049,106176,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,9/2/22,9,2,2022,9/2/22,37.5,Female,1,,Elaine Evans,fuzzybumblebee,Verified,9/21/22,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Silphium perfoliatum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/6db3174c-780f-40fc-b476-3b2bffe82342.jpg, https://www.bumblebeewatch.org/media/bees/big/51ce1d49-c57d-4199-a600-665efd9013ca.jpg, https://www.bumblebeewatch.org/media/bees/big/d348b445-9917-41a0-8833-095a1a299135.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/128049/,present,https://www.bumblebeewatch.org/metadata/
121362,104174,Animalia,Apidae,Bombus,griseocollis,Brown-belted bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,8/8/22,8,8,2022,8/8/22,75,Male,1,,Elaine Evans,fuzzybumblebee,Verified,8/12/22,fuzzybumblebee,EEvans.,OLD_MNBBA,,Website,FALSE,Silphium perfoliatum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/78312ecd-f593-4bf6-95c2-cb8044c0426b.jpg, https://www.bumblebeewatch.org/media/bees/big/d49120a7-52cc-4604-9632-8f9e5f15940f.jpg, https://www.bumblebeewatch.org/media/bees/big/5590620a-b807-412b-b2cf-7de29f57b0f6.jpg, https://www.bumblebeewatch.org/media/bees/big/5e75b75c-b2c3-4c10-9de9-27c7e602f9c0.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/121362/,present,https://www.bumblebeewatch.org/metadata/
121360,104174,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,8/8/22,8,8,2022,8/8/22,75,Female,2,,Elaine Evans,fuzzybumblebee,Verified,8/10/22,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Silphium perfoliatum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/61534f3e-c7ff-4327-bab0-499f845638fe.jpg, https://www.bumblebeewatch.org/media/bees/big/33486f76-fe98-49b1-a8a3-d6cf63e9b520.jpg, https://www.bumblebeewatch.org/media/bees/big/1c876bc2-2d5a-458f-8189-e75beb460bc2.jpg, https://www.bumblebeewatch.org/media/bees/big/3ef6c38b-2ec3-4e01-a07d-6934bed4b775.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/121360/,present,https://www.bumblebeewatch.org/metadata/
205602,129493,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/21/24,8,21,2024,8/28/24,37.5,Male,3,,Elise Bernstein,elisebee,Verified,10/22/24,gpugesek,GP,Bumble Bee Atlas,,Website,FALSE,Solidago canadensis,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/IMG_1543_TAhtH7r.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1545_7ZzWwMc.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1544_P7kWZ4J.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1542.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1546_GeYE8C6.jpg",,1,https://www.bumblebeewatch.org/sightings/bee/205602/,present,https://www.bumblebeewatch.org/metadata/
128050,106176,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,9/2/22,9,2,2022,9/2/22,37.5,Female,15,,Elaine Evans,fuzzybumblebee,Verified,9/21/22,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Solidago canadensis,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/d5984ea8-2142-4894-9c64-cb10650671c8.jpg, https://www.bumblebeewatch.org/media/bees/big/c15cdb09-7e4e-411a-aaf5-0e67332655b7.jpg, https://www.bumblebeewatch.org/media/bees/big/0199357e-6c66-4c59-9930-d5d5ec733f0f.jpg, https://www.bumblebeewatch.org/media/bees/big/d883e0f2-fad7-445a-9a48-fcc0798f3f31.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/128050/,present,https://www.bumblebeewatch.org/metadata/
267404,145757,Animalia,Apidae,Bombus,griseocollis,Brown-belted bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/18/25,8,18,2025,11/6/25,37.5,Female,1,,Elise Bernstein,elisebee,Verified,11/6/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena hastata,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/21cec9ce44a2403193317a0b64bc933b.jpg, https://www.bumblebeewatch.org/media/2025/11/06/64d36dae1e314ada89068a5afecee1cc.jpg, https://www.bumblebeewatch.org/media/2025/11/06/2cc8a0b68a944aa9956cfe33f93e2c51.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267404/,present,https://www.bumblebeewatch.org/metadata/
267408,145757,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/18/25,8,18,2025,11/6/25,37.5,Female,7,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena hastata,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/967fe5b0bade4925b7582eec7f9a282e.jpg, https://www.bumblebeewatch.org/media/2025/11/06/0d78c693739041a18c0f5371c3f1edde.jpg, https://www.bumblebeewatch.org/media/2025/11/06/79229a30a8e74ae9850131195d658c38.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267408/,present,https://www.bumblebeewatch.org/metadata/
267413,145757,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/18/25,8,18,2025,11/6/25,37.5,Male,1,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena hastata,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/8beeab263ffc4963910eb0b2a485c4f7.jpg, https://www.bumblebeewatch.org/media/2025/11/06/3e656b95cea246df8fef9ec08327781c.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267413/,present,https://www.bumblebeewatch.org/metadata/
159412,116328,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,"Wakan Tipi, wetland area",WGS 84,44.9532,-93.075,Minnesota,United States,8/11/23,8,11,2023,8/21/23,37.5,Worker,10,,Elise Bernstein,elisebee,Verified,9/22/23,fuzzybumblebee,EEvans Same photo used for mulitple specimens. ID onsight by EBernstein,OLD_MNBBA,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/9b9c6b83-e554-4bbb-9385-58c0e2b33cce.jpg, https://www.bumblebeewatch.org/media/bees/big/e55c87b4-5b31-4e20-b78e-cc005a9195ee.jpg, https://www.bumblebeewatch.org/media/bees/big/d6e3d39c-8733-4f7e-a074-909fbe64d8f2.jpg, https://www.bumblebeewatch.org/media/bees/big/49191642-8c4b-4a18-bd6e-d1b31e589991.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/159412/,present,https://www.bumblebeewatch.org/metadata/
159414,116328,Animalia,Apidae,Bombus,vagans,Half-black bumble bee,"Wakan Tipi, wetland area",WGS 84,44.9532,-93.075,Minnesota,United States,8/11/23,8,11,2023,8/21/23,37.5,Worker,1,,Elise Bernstein,elisebee,Verified,9/22/23,fuzzybumblebee,EEvans Same photo used for mulitple specimens. ID onsight by EBernstein,OLD_MNBBA,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/2474bd5d-e344-4abd-83c0-c6732f82f42f.jpg, https://www.bumblebeewatch.org/media/bees/big/d9425d9e-a52c-4609-a835-696d03047fe2.jpg, https://www.bumblebeewatch.org/media/bees/big/5e6e0ac0-c3a2-48c9-9f67-02d9d86294ed.jpg, https://www.bumblebeewatch.org/media/bees/big/bcd547ce-eedc-421d-a724-6e4d1b8faeb9.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/159414/,present,https://www.bumblebeewatch.org/metadata/
159416,116328,Animalia,Apidae,Bombus,rufocinctus,Red-belted bumble bee,"Wakan Tipi, wetland area",WGS 84,44.9532,-93.075,Minnesota,United States,8/11/23,8,11,2023,8/21/23,37.5,Male,1,,Elise Bernstein,elisebee,Verified,9/22/23,fuzzybumblebee,EEvans Same photo used for mulitple specimens. ID onsight by EBernstein,OLD_MNBBA,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/3866d30b-3202-41eb-a486-b3fa9f141ae0.jpg, https://www.bumblebeewatch.org/media/bees/big/2154e7fa-7022-4854-8d22-152101ce169b.jpg, https://www.bumblebeewatch.org/media/bees/big/23c38322-a018-462c-b747-e14c98802efa.jpg, https://www.bumblebeewatch.org/media/bees/big/2dca8b4c-9606-4c57-b47b-c1ae2c5edb04.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/159416/,present,https://www.bumblebeewatch.org/metadata/
159415,116328,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,"Wakan Tipi, wetland area",WGS 84,44.9532,-93.075,Minnesota,United States,8/11/23,8,11,2023,8/21/23,37.5,Male,1,,Elise Bernstein,elisebee,Verified,9/22/23,fuzzybumblebee,EEvans Same photo used for mulitple specimens. ID onsight by EBernstein,OLD_MNBBA,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/3570fe3d-801e-484b-b892-124053077d1a.jpg, https://www.bumblebeewatch.org/media/bees/big/d1baa440-da56-4e32-a4d5-2fbc52b75f0d.jpg, https://www.bumblebeewatch.org/media/bees/big/5c98f996-39c1-4515-8060-c0c27c9c3e00.jpg, https://www.bumblebeewatch.org/media/bees/big/933f144f-db32-4d9e-8707-3572cb4811ca.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/159415/,present,https://www.bumblebeewatch.org/metadata/
159413,116328,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,"Wakan Tipi, wetland area",WGS 84,44.9532,-93.075,Minnesota,United States,8/11/23,8,11,2023,8/21/23,37.5,Worker,1,,Elise Bernstein,elisebee,Verified,9/22/23,fuzzybumblebee,EEvans Same photo used for mulitple specimens. ID onsight by EBernstein,OLD_MNBBA,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/deaa960a-7810-4307-82b7-ff1fd321e59b.jpg, https://www.bumblebeewatch.org/media/bees/big/13c102ac-f6e9-4b9f-b962-29bc3f215372.jpg, https://www.bumblebeewatch.org/media/bees/big/38aed726-49bc-4c10-b1f9-596a3e4f2df7.jpg, https://www.bumblebeewatch.org/media/bees/big/a64a64d4-f381-4401-b981-486bdb7ed205.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/159413/,present,https://www.bumblebeewatch.org/metadata/
267407,145757,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/18/25,8,18,2025,11/6/25,37.5,Female,3,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/205833efb1ee4a4ba388bee98319cd41.jpg, https://www.bumblebeewatch.org/media/2025/11/06/3f711f7b996043899ce1f209b4d962f0.jpg, https://www.bumblebeewatch.org/media/2025/11/06/eca9663329ab45f98557b8b1b6e7350c.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267407/,present,https://www.bumblebeewatch.org/metadata/
267412,145757,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/18/25,8,18,2025,11/6/25,37.5,Male,2,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/1dfa64ad50634289b25e3489c5a18bde.jpg, https://www.bumblebeewatch.org/media/2025/11/06/b54707a1eda1418f9485d4ebad773d67.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267412/,present,https://www.bumblebeewatch.org/metadata/
267395,145752,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/2/25,8,2,2025,11/5/25,37.5,Female,6,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/06/79c6874e184045b1b5f9f6fa896a6597.jpg, https://www.bumblebeewatch.org/media/2025/11/06/616bad78015a429e84f9c22aadb66882.jpg, https://www.bumblebeewatch.org/media/2025/11/06/6480ee64b7754de78c0c9ba2acb27d8d.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267395/,present,https://www.bumblebeewatch.org/metadata/
